Controle de Uso do Cartão Mestre,,,,,,,"FILIAL: 99
CIDADE EXEMPLO"
,,,,,,,
DATA,HORA,MATRÍCULA,NOME,SETOR,FUNÇÃO,MOTIVO,"RESPONSÁVEL
PELA AUTORIZAÇÃO"
01/04/2026,07:48:00,22816,FELIPE DIAS DE TEIXEIRA,DEPOSITOS INTERNOS,OPERADOR DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
01/04/2026,08:07:54,38621,LARISSA ROCHA,PREVENCAO DE PERDAS,MOTORISTA,OUTRA FILIAL,JONAS
01/04/2026,08:27:00,17074,RODRIGO IVAN LOPES DOS TEIXEIRA,RECURSOS HUMANOS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GRL - FLAVIA
01/04/2026,08:53:00,23890,FERNANDA LOPES DE LOPES,JARDINAGEM,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,MARINA
01/04/2026,08:53:00,27149,JOAO SOUZA DOS MOREIRA,PISOS E REVESTIMENTOS,ELETRICISTA,ESQUECEU CRACHÁ,GR1 - ADRIANO
01/04/2026,09:05:00,38281,IGOR ROSANA DIAS DOS NASCIMENTO NETO,RECURSOS HUMANOS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,IARA
01/04/2026,10:41:00,23998,LEANDRO LARISSA GOMES DOS TEIXEIRA,FRENTE DE LOJA,FRENTE DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
01/04/2026,11:54:00,32494,IVAN REIS DA MENDES,ACESSORIOS P/ BANHEIRO,PROMOTOR(A),HORÁRIO NEGADO,MARINA
01/04/2026,12:55:00,20515,CARLA LIMA DA REIS,CAIXA,VENDEDOR,HORÁRIO NEGADO,GR1 - ADRIANO
01/04/2026,13:59:00,34075,EDUARDO MENDES,RECURSOS HUMANOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,ROMULO
02/04/2026,07:47:00,33620,FERNANDA VANESSA GOMES FILHO,TRANSPORTE PESADO,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GRL - FLAVIA
02/04/2026,08:35:00,28041,IVAN COSTA DOS ROCHA,EXPEDICAO,APROVADOR DE CREDITO,HORÁRIO NEGADO,KELLY
02/04/2026,09:12:00,30334,TARCISIO MENDES DE NUNES,CAIXA,ATENDENTE,HORÁRIO NEGADO,JONAS
02/04/2026,11:45:00,21313,LUCIANA MACHADO DE NASCIMENTO,ACESSORIOS PARA BANHEIRO,SUPERVISOR DE VENDAS,HORÁRIO NEGADO,JONAS
02/04/2026,13:01:00,28358,CRISTIANE JULIANA SOARES,TINTAS E ACESSORIOS,VENDEDOR,HORÁRIO NEGADO,OSCAR
02/04/2026,13:23:00,37754,JANAINA CARDOSO FILHO,CAIXA,ELETRICISTA,PERDEU CRACHÁ,GR1 - ADRIANO
29/04/2026,12:34:00,28712,ADRIANA FERNANDES,TESOURARIA,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,KELLY
02/04/2026,13:48:00,36921,CARLOS IGOR REIS DOS TEIXEIRA,VENDAS,OPERADOR DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
02/04/2026,15:22:00,25277,PEDRO VANESSA RIBEIRO DA SILVA,RECEPCAO DE MERCADORIA - LOJA,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,GR1 - ADRIANO
02/04/2026,15:41:21,21183,MARCOS NOGUEIRA,MOVEIS E COZINHAS,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,IARA
03/04/2026,08:22:00,20035,IGOR BARBOSA DOS RIBEIRO,CABOS E FIOS,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR3 - CLARA
03/04/2026,08:24:00,15260,RAQUEL FREITAS DA LEITE,TESOURARIA,VENDEDOR,HORÁRIO NEGADO,JONAS
03/04/2026,08:37:00,31336,SERGIO AMANDA FARIAS DOS PEREIRA,MANUTENCAO INFRAESTRUTURA,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR4 - DENISE
03/04/2026,09:05:00,19243,DANIEL RIBEIRO,CREDIARIO,AUX.ENTREGA EXTERNA,ESQUECEU CRACHÁ,LUCIO
03/04/2026,09:33:00,37810,RODRIGO RAQUEL SANTOS DOS MOREIRA,RECURSOS HUMANOS,VENDEDOR,HORÁRIO NEGADO,GR1 - ADRIANO
03/04/2026,11:27:00,32784,CARLOS REIS DE NASCIMENTO,MATERIAL ELETRICO,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,IARA
03/04/2026,11:51:00,29379,SANDRA SERGIO MENDES,JARDINAGEM,AUX. ADMINISTRATIVO,FOLGA FIXA,GR3 – CLARA
03/04/2026,12:11:00,21757,HELENA IVAN PINHEIRO DA BARBOSA,CAIXA,ELETRICISTA,HORÁRIO NEGADO,NILDO
03/04/2026,12:15:00,36672,HELENA PRISCILA DUARTE,ELETRO,APRENDIZ EM SERVICOS VENDAS,HORÁRIO NEGADO,GR3 - CLARA
