Controle de Uso do Cartão Mestre,,,,,,,"FILIAL: 99
CIDADE EXEMPLO"
,,,,,,,
DATA,HORA,MATRÍCULA,NOME,SETOR,FUNÇÃO,MOTIVO,"RESPONSÁVEL
PELA AUTORIZAÇÃO"
01/02/2026,08:07:00,26458,MARCELO FERNANDA LEITE DE LOPES,TESOURARIA,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR1 - ADRIANO
01/02/2026,08:46:00,36748,ELIAS FELIPE SILVA,DEPOSITOS INTERNOS,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,GRL - FLAVIA
01/02/2026,09:09:00,,ELAINE,ENTREGA,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,NILDO
01/02/2026,10:32:00,25778,TATIANA SANTOS DOS PEREIRA,UTILIDADES DOMESTICAS - PLASTICOS,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,GR4 - DENISE
01/02/2026,10:58:00,31362,THIAGO VICTOR LOPES DE DUARTE,ACESSORIOS PARA BANHEIRO,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GR3 - CLARA
01/02/2026,10:59:10,22990,VICTOR NASCIMENTO DE BARBOSA,CAIXA,TESOUREIRO,HORÁRIO NEGADO,GR5 - EDUARDO
01/02/2026,11:28:00,21123,CAIO EDUARDO MOREIRA,RECURSOS HUMANOS,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GRL - FLAVIA
01/02/2026,13:40:00,17395,MARIANA SANTOS,VENDAS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,NILDO
01/02/2026,14:48:00,15189,RAFAEL CORREIA DE NEVES,PISOS E REVESTIMENTOS,AUX. DE PREVENCAO DE PERDAS,ADM,GR1 - ADRIANO
02/02/2026,08:08:00,26147,LUCAS CLAUDIA PEREIRA DA FREITAS,TINTAS E ACESSORIOS,ELETRICISTA,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,08:54:59,19518,HELENA DUARTE NETO,EXPEDICAO,PROMOTOR(A),HORÁRIO NEGADO,GRL - FLAVIA
02/02/2026,09:24:00,18440,GABRIEL BEATRIZ RAMOS DOS FREITAS,MATERIAL ELETRICO,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,09:35:00,21374,BRUNO LOPES DOS COSTA,PREVENCAO DE PERDAS,TESOUREIRO,HORÁRIO NEGADO,GR3 - CLARA
02/02/2026,09:49:00,26450,ALINE MARCELO MELO,MOVEIS E COZINHAS,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,10:01:04,15585,IGOR SOUZA DA MACHADO JUNIOR,CAIXA,MOTORISTA,HORÁRIO NEGADO,HELIO
02/02/2026,10:02:00,18934,SIMONE GUSTAVO RAMOS FILHO,FRENTE DE LOJA,FRENTE DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,10:04:00,19770,LEANDRO GABRIEL COSTA,0,OPERADOR DE LOJA,HORÁRIO NEGADO,GR3 - CLARA
02/02/2026,10:06:00,19982,DANIEL ISABELA RIBEIRO JUNIOR,JARDINAGEM,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,10:29:00,17862,GUSTAVO CARLA FERNANDES DA BARBOSA,MATERIAL ELETRICO,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR4 - DENISE
02/02/2026,10:48:00,32171,TARCISIO LETICIA LEITE DA CARDOSO,METAIS SANITARIOS,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,NILDO
02/02/2026,10:50:08,33891,JOANA SERGIO PINHEIRO DOS MELO,ELETRODOMESTICOS-ELETROPORTATEIS,ELETRICISTA,RH,HELIO
02/02/2026,11:04:40,36140,TATIANA PEDRO CORREIA DOS GOMES,TESOURARIA,MOTORISTA,HORÁRIO NEGADO,GRL - FLAVIA
02/02/2026,11:49:00,26121,PRISCILA EDUARDO SILVA DA DUARTE,UTILIDADES DOMESTICAS - PRESENTES,ATENDENTE,HORÁRIO NEGADO,GR1 - ADRIANO
02/02/2026,12:40:00,27207,LARISSA TEIXEIRA DE FARIAS,DEPOSITOS INTERNOS,VENDEDOR,HORÁRIO NEGADO,JONAS
02/02/2026,13:03:00,15680,GABRIEL MACHADO DE SOUZA,TESOURARIA,APROVADOR DE CREDITO,ESQUECEU CRACHÁ,GR3 - CLARA
02/02/2026,15:02:52,22311,FELIPE MARCIA MARTINS,TRANSPORTE PESADO,FRENTE DE LOJA,HORÁRIO NEGADO,GR2 - BEATRIZ
02/02/2026,15:10:00,22870,RODRIGO DIEGO RIBEIRO DE FERNANDES,CREDIARIO,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,GR3 - CLARA
02/02/2026,15:19:00,16908,OTAVIO ALINE MENDES DA SOUZA,CREDIARIO,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR5 - EDUARDO
